-3.238361357594412571e+00 -4.516671979215494126e+00 -6.192368867847184433e+00 2.796504033231148156e+00 -1.419854531836808986e+00 -1.237490262321566004e+00 -2.270017871529934617e+00 6.343892416595291017e+00 4.414435071084912288e-01 2.625563682498223805e+00 6.318200657067352566e+00 3.508603523077431507e+00 1.165204965241242618e+00 -9.904163501435362393e-01 -2.581864477588055595e-01 -3.966933003600800478e-01
1.085648355699316703e+01 -3.986926894622999651e+00 -4.520409604680900806e+00 -6.928113998818060892e+00 -1.445307086037270317e+00 2.004112366020097458e+00 8.519858975943849444e+00 -4.139555566332316694e+00 -6.178245071177628223e-01 -3.816003591503676962e+00 -4.631871420893193481e+00 1.133787365178014150e+00 -6.533163447127036783e+00 -6.801859175713542705e-01 -3.704771299556093744e+00 -7.855276925795521281e-01
-1.106679991412649500e+00 5.106704016009651959e+00 3.283218196383042464e+00 4.492775994661250216e+00 -5.229092950490011660e+00 2.971441747806164102e+00 1.434363269746977920e+00 -4.477629016329301437e-01 -1.757595992439243471e+00 1.561335896149863789e+00 -5.321301836932060825e-01 -1.542992629426743534e+00 -9.477433602523713807e-01 8.247291364631827160e-02 -4.554079629863394985e+00 -7.686748714296208485e-02
5.897939090185774447e+00 -1.434631318273356326e+00 5.270697546650261467e-01 -8.342774003579714659e+00 1.950218391744444002e+00 -3.459563538484531353e+00 -5.856789885623611802e+00 -4.667020668747684731e+00 -1.812567019726350370e+00 7.229147697491879576e+00 -1.057904526903921294e+01 1.482088946873981516e+00 -2.281112116086815078e+00 -1.027667928267802067e+00 8.849864456730058393e+00 -9.339227793263493727e-01
-5.394946522712463777e-01 2.892794988593435423e+00 2.058059970583869802e-01 1.880993023810834774e+00 8.250854423806908144e+00 -1.054500583918618339e+00 -4.523440719134342203e+00 -1.257690335085920097e+00 1.150568891481953404e+00 -2.272373305086569761e+00 -4.809946205805032626e+00 -1.952239423841388488e+00 6.465077184292635781e-01 1.184788494991750041e-01 5.168411334028040649e+00 -2.414417080270295224e-01
-9.926579320475447110e-01 3.058179344179968950e+00 2.930455213525716918e+00 2.919534027360502826e+00 -5.658431812519456372e+00 -3.323935125987539596e+00 -1.188733035248869863e+00 -5.799537219412114197e-01 -2.146594059905306343e-02 6.000323399286233705e-02 1.340973528455160713e+00 1.165553423320358162e+00 1.159948705332176200e+00 -3.191018523621954817e+00 -9.045270323015884628e+00 -6.610507610275593304e-01
6.804701018522811840e-01 1.307589973247732740e+00 4.219298914922022803e-01 -7.251454767161106929e+00 6.379448880179115378e+00 -3.551940976694088814e+00 -6.315471294042017680e-01 -4.920819061015779816e+00 3.687175518107872474e+00 -1.884736370965806929e+00 -1.536002035175866975e+00 2.902947613921689651e+00 8.762735320098256064e-01 1.419869379844385548e+00 8.104889296792187059e-01 -7.919598178131781463e-01
-3.008985026171794974e+00 6.346515201650075433e+00 -1.179196735844299848e+00 3.425134907048342781e-01 -4.380868455286743846e+00 -3.292084651378532345e-01 -5.702257892687476293e+00 6.085211638631228270e-01 5.213834449196451004e+00 4.514268742455755934e-01 1.085869105172628934e+01 6.097150701148881247e-01 -3.941073584879531300e+00 -4.623495677378303803e+00 -3.812546528842077009e+00 -2.916586208285203985e-01
-1.160519311189853298e+00 -4.979694541311446621e+00 4.120122517138199214e+00 9.894694021238007453e-01 -8.332941373782038141e+00 -2.311204866710455885e+00 1.371796509633919969e+00 -8.444035751697183123e-01 8.789419531480990866e-01 -9.062028205530268110e-01 2.636556960037285791e+00 7.404396165902795701e-01 -1.023825922580671843e+00 3.755805952509135626e+00 1.615532195405591898e+00 -8.524285077032516256e-01
-4.989950260239119473e+00 -2.722282373341303963e+00 -1.425580469105557579e+00 9.460938003945787989e-01 4.716561846208527697e+00 1.519128389794447420e+00 -6.436279907913443843e+00 -1.890705179003344227e+00 9.718857853961713644e+00 -2.811145627969064087e+00 2.090767342554106456e+00 -3.913109350396845598e-01 -1.961079310219412258e-02 -9.918566296081633704e-02 3.530317459085156262e+00 -3.792794244124987890e-01
