-6.966103264606952727e+00 -3.565505878590427558e-01 2.453302661320174494e+00 1.086378685979141334e+00 4.271051855664863339e+00 -4.046359654488505875e+00 3.228324260232123155e+00 4.841035401350000100e+00 -6.272155133129707849e+00 -4.318995802065885847e+00 -1.134331592200539029e+00 -2.020075357991548248e+00 -2.380180590513144789e+00 -1.105953198046585984e+00 -9.127312384652168653e-01 -2.067390811972896092e+00 -2.203757244911297708e-01
-3.477621512750360910e+00 1.696991282839980242e+00 9.163498148200683868e-01 -3.425514528710907225e+00 -5.581000704172491389e+00 -1.819139571538253675e+00 -3.013892266899508843e-01 4.515898755845544343e+00 7.140647538158997776e+00 -4.889545907508908940e+00 -3.788599771281963569e-01 -8.492187613356456666e-01 -4.390569791066984418e-01 -1.030480094254204726e+00 -9.304829458437765544e-01 -1.656064432755483429e+00 -7.076078442138390434e-01
2.636159825754817110e+00 4.189075643571317009e+00 -5.546772146123090330e+00 -8.422012425048185369e-01 -2.125724781189888724e+00 2.061941311166609392e+00 -6.285196250825866748e+00 2.790301460120936827e+00 -2.384893775647649594e+00 -5.724042784213652979e+00 1.005939633234307351e-01 -7.391812979182547094e-01 -1.633838982718878619e+00 -2.437238413656926728e+00 -6.693485936522690638e-01 -1.142116962450872464e+00 -6.547505975241656451e-01
-2.975342785117731204e+00 6.627954382958175295e+00 -5.337017478024372430e+00 1.472246863981542697e+00 -2.813923387453048708e+00 -4.166567890690021869e+00 5.975434531888557110e-01 -7.275371723964742188e+00 -2.850597847971906518e+00 3.577152839975953569e+00 -1.729113874921013094e+00 -7.246302599004491585e-01 -5.008365880615512911e-01 -1.658797415599725100e-01 -1.385597842793861334e+00 -1.839382261799207274e+00 -2.848689183562556071e-01
-8.955492852138815518e-01 -8.510948254649182587e+00 5.958133978704198697e+00 -2.777071031490176090e+00 -6.014801247566152753e-01 3.420956193810723800e+00 -2.690127727122914703e+00 -2.767860533190180661e+00 -3.699636606474348444e+00 3.080771488573502470e+00 8.972113111631578874e-01 3.209028612260401148e-01 1.537545378105120153e-01 -1.132690334382338238e+00 7.367959122634031299e-01 -6.892548927496880418e-02 -4.204830786183781366e-01
1.182836564195715034e+00 -7.374138574640501709e+00 -9.163944061210355096e-01 -5.096249256092026947e+00 9.348132486320561707e-01 7.507437601682279693e-01 2.578532669903117025e+00 -1.597807733034315891e+00 -5.735462570483662148e+00 -2.303936469804171716e-01 -2.997615892742878874e+00 -1.548399859227397313e-01 -1.942859412711619216e+00 -2.914684450578619579e+00 -1.951009884616597967e+00 -2.263836064302738205e+00 -3.023809193266743467e+00
2.274935735178005736e+00 4.152620241814049429e+00 -5.032887612849243908e+00 -2.153679441471124889e+00 6.027614271356203091e+00 1.670916916969918509e+00 1.967563970817706842e+00 -1.090321353712620400e+00 2.365450156577501850e-01 -9.433510031100881932e+00 -1.586960226213563807e+00 3.021734606226512132e-01 -1.982846646206710695e+00 -8.518788324600613526e-01 8.817942390902044902e-01 -3.839830793226106653e-01 9.691265146651165674e-01
-5.438838313982595984e+00 -6.396008133899065307e+00 -2.441728022534351616e+00 -3.989741697597448677e+00 -5.017928209874698453e+00 3.361701329675451877e+00 3.630389363353902610e+00 -4.875058898871441393e+00 7.621622089082323193e+00 -6.404989866341172622e+00 5.607962159582485784e-01 -1.678820515288882875e+00 5.043862747561874693e-01 7.267225966722217212e-01 -4.713916084549381047e-01 4.494565390257621029e-01 -1.445185582769915378e+00
-6.035706584799601870e+00 -4.030165258598864320e+00 -3.001087257802350639e+00 5.023959264033064365e+00 2.526377924280985177e+00 1.251832032957773677e-01 -6.249218634021582730e+00 -2.503430331237593620e+00 2.858607949074877030e+00 1.376330084857730673e+00 -6.880854259847876131e-01 -2.430049574034222282e+00 -2.297349715335926135e+00 -1.188728087176728510e+00 -1.781166367121878258e+00 -2.275985513037166452e+00 -8.674053258739433669e-01
-1.988874871785672349e+00 -4.323182314413521965e+00 2.855919714046339486e+00 -1.071612261236691621e+00 -2.096098627473167220e+00 -6.128217574318432170e+00 -3.075527810905856363e+00 1.792109395257182602e-01 2.241275050374080813e+00 2.163322989211403868e+00 1.235413926756180336e-01 1.024387420893045464e+00 9.693891974343703533e-01 -8.920668193271116264e-01 -1.647258002412155919e+00 1.352661469048362652e-01 -1.459998784530061267e+00
3.840725680857809632e+00 -2.188888816373516510e-01 -8.225225591158668026e-01 -1.000148211328370529e+01 3.212333026501758226e+00 8.328649073572712558e-01 -2.213021930475507659e+00 -2.999506110945881598e+00 -3.135792793664072597e+00 7.430540538886099000e+00 -1.565275622323130111e+00 -1.516109065741753748e+00 -1.406098613536887587e+00 -2.161901596851568019e+00 -1.486688938363473156e+00 9.125776582740714460e-01 -7.282648584377865442e-01
1.134467128494424548e+00 -3.141219009474297330e+00 -4.348921785504338722e+00 -4.007341880239811971e+00 -7.886591356084904803e+00 -4.324022465645744440e+00 -1.417293975835064890e+00 4.738703750429800743e-01 -7.269167604889369194e+00 -4.457370261318649440e+00 -3.585904630139548299e+00 -2.775132022246781016e+00 -2.277980481895458542e+00 -1.918789096673252370e+00 -2.371116775307291036e+00 -1.808541551577201867e+00 -3.303805392278092334e+00
4.218724051626223659e-01 5.927464023215402555e+00 7.131053942365701559e+00 -1.753576334182173901e-01 -2.037073798724540197e+00 -5.276177827058463610e-01 -2.273374453554638741e+00 -8.583545677072558888e+00 -1.771494087263815187e+00 -4.973488234766408667e+00 1.317142270883132861e-03 7.389102615004157215e-01 1.067956395067464426e+00 1.398857476807518374e+00 -1.511229562210858468e+00 -6.328260670315564163e-01 -7.612013686859044892e-01
2.189502185738572138e+00 -7.752246888224512134e-01 1.698559176078789923e+00 1.560311731911504296e+00 -2.374582057046671135e+00 -7.904856871479027935e-01 4.039890204808934904e+00 -8.119465161580027290e-01 -3.489890890990471561e+00 2.451311573535222443e+00 4.033865866871028660e-01 -1.433778481388004788e+00 1.346353738118701626e+00 -8.936775222741760727e-01 5.031917302412500792e-01 -1.522669630261959117e+00 1.295838535593700547e+00
3.898562008460096262e+00 -4.547769219609004487e+00 -3.348736050103059192e+00 4.940670939906691927e+00 -4.654692264690383219e+00 -6.062661773402996168e+00 -1.215343355843877537e+00 -3.599740934360859956e+00 3.371979390017124878e+00 1.345204677089914425e+00 -4.599823373503929558e-01 -7.864618093692301581e-01 5.972279965453911599e-01 3.653076303388347879e-01 8.425141841178027668e-01 -1.130682867661842561e+00 4.661560785752356106e-01
-6.492871561991714335e-01 -1.682012652872246217e-01 -3.386519772482860513e-01 8.416915414089977399e-02 -8.058522742262008709e-01 2.699576374281917324e-02 5.336171387070678396e-01 1.865727960984926437e+00 4.159861452700072681e-01 1.711469985001928151e+00 7.033975668543824833e-01 1.504192427827885314e+00 4.545401209406623733e-01 -9.201825509574903528e-01 -8.634474373602323005e-02 1.979787854104215095e+00 8.207382681667814150e-01
