1.052016937930523532e+00 -1.628243385686436229e+00 -4.016862814991867814e-01 1.300554422939748989e+00 1.488178320467991034e+00 -2.294158919431054100e-01 -4.095766248740448923e-01 1.712162867068365513e+00 4.831581515449508979e-01 1.306698822472896149e+00
-6.072403794806525923e+00 -8.747254544683591426e-02 1.940186449060747664e+00 -4.441256050991273518e+00 -2.839030923814998442e+00 6.288525700203335678e-01 -6.751016898221406937e-01 6.696132561810274053e-01 4.401919613880021842e+00 -3.634969733286580240e+00
5.863730888019660359e-01 2.356278771412990913e+00 -8.641927581568362271e+00 2.953177901069670708e-01 -1.919850586095664502e+00 3.820923837209788676e-01 -3.124592227627922991e+00 1.821748545905948591e+00 -4.411808886295587762e+00 -3.501809420934874684e+00
1.810636811406251545e-01 7.000761934966569733e+00 -6.627183238448676406e+00 -6.267622224629476158e+00 4.614769612832820833e+00 2.665755779471344677e+00 3.005380182810603706e+00 -4.382971046251643021e-01 -4.138093034703686612e+00 -1.018226254885403925e+01
-4.079683944278259311e+00 2.665593676463232642e-01 1.402539142419048313e+00 -5.347470245047542647e+00 4.490672453897987637e+00 -2.228021170058722245e+00 -4.070119090538584672e+00 -3.853666202230667803e+00 -4.319826131219782761e-01 -1.630724204857910253e+00
-3.894131073916252905e+00 -2.150568386158967726e+00 -1.290010808837892764e+00 2.287928773573242036e-01 -7.314378650883134547e+00 -6.873026233978453803e+00 -3.878090633206389359e+00 8.999131813990214335e-01 3.121479235909287997e+00 5.339647396834434900e+00
-2.762938717166213642e+00 -6.536357666565176139e+00 -3.013703040130415012e+00 -3.784628604511545369e+00 -3.910402701630715239e+00 2.714649571086403146e+00 5.663084880108592678e+00 -4.431680100874560324e+00 6.719162947366841721e+00 -5.905402223779814719e+00
4.585369189226523368e+00 -1.219506987036100276e-01 -3.675961461407410535e+00 -3.948500882074928331e+00 4.808529575245693799e+00 -2.365934687293154148e+00 -6.060833279755664549e+00 -1.094542440329884236e+00 -4.951234881270685229e+00 5.348469696832695242e+00
-2.608258933865280627e-01 -7.098785232973628290e+00 3.638854991061124089e+00 4.946937760092977143e+00 3.120812550462134016e+00 -3.268463572731447275e+00 1.228043930790473803e+00 3.299545358743350310e+00 -1.597175459195640412e+00 -6.272957432455251947e+00
-1.165002327794621095e+00 -8.501293070070085278e+00 -2.686512872560394616e+00 -5.391686032311244325e+00 -2.306208512646156894e+00 -1.811791642370184641e-01 1.144771830447700367e+00 6.597252669584979579e+00 6.889661319485694824e-01 2.837645961202930334e+00
-3.569110037206340902e+00 -7.629137223345852092e+00 6.209370568153097736e+00 -2.971784431571688145e+00 -4.342624565616961085e+00 5.502333134347369814e+00 -3.340684710164764759e+00 -1.205454686867093228e+00 -4.608696975923917805e+00 5.115182609736840469e+00
-4.361442922592818405e+00 7.110083961352843041e+00 2.315163708230548512e+00 3.982661685775379379e+00 2.536662952860847531e-01 -4.565759980272743768e+00 -4.571829548104396679e+00 1.574748538198278702e-01 1.689382392813718159e+00 -4.619866126766410730e+00
-4.618595317212222717e+00 -4.140897742114495017e+00 8.759741308050046360e-01 1.688655542809576637e+00 -1.226050112531931857e+00 -2.101092200861840897e+00 5.240340565116704319e+00 -6.108709998911264094e+00 -6.242553178038936501e+00 3.417964251760190475e+00
2.385306664090945716e+00 6.158452040127978533e-01 -4.810437720050357413e+00 -5.807652070330496796e-01 -5.268647498425520048e+00 -4.418564932711741555e+00 -4.184163288172279671e+00 -3.324874128262512052e+00 -6.614802794118638474e+00 -1.071735979550163753e+00
5.332492898848987473e+00 -3.110846202542820738e+00 -1.950768211503463023e+00 -4.644858127638221701e-01 -5.365214429752938941e+00 2.070474822077501553e+00 -3.289736296092647283e+00 -1.070779787460755017e+01 4.341083085533417041e+00 -5.685267078209410574e-01
