1.081022942915634832e+00 -1.499362135157755294e+00 3.219416558774371717e-01 4.120434445600971718e-01 1.258181238180585026e+00 4.056139843996589556e-01 -1.266694729668899955e+00 1.217254629087299422e+00 1.392962160684464212e+00 -1.498863161374894837e+00 1.512658322279513134e+00 -7.208334684434102302e-01 3.915513749723547599e-01
3.731854571138544685e+00 -3.166428662288386237e-02 -1.604132284984368662e+00 -6.713709889651447327e+00 4.463811566533184561e+00 6.722858904149155990e-01 3.297709390215816327e+00 -2.740621476942096457e+00 -3.025336839858833393e+00 -7.861086560663243183e+00 -8.887668965600753479e-01 -1.484645482137452177e-01 -1.816267399424909890e+00
4.485386076960267143e-01 -6.962226595322387190e+00 4.317006206111848599e+00 1.114097011839005003e+00 4.385177077132348167e+00 -2.496860133404113835e+00 -4.762685969734940628e+00 -7.676144602194677757e-01 -2.177167908955053299e+00 3.866032236601763650e+00 6.861664936851341601e-02 8.411957654971586873e-01 -1.118908498415966291e+00
5.951415423772675517e+00 -6.453563688078798322e+00 -5.852503377243802873e+00 -8.854983059342476093e-01 -7.784275266187701270e+00 3.171150208460680631e+00 2.911404019396599985e+00 -9.448146320280354615e+00 6.662762990135140839e+00 -4.469467732146693351e+00 -8.308072785061157983e-01 -1.022398950799534134e+00 1.434025108170928098e+00
-6.082629408485044742e+00 -1.299239455176525171e+00 -2.407880311829269981e+00 -4.845581617765549076e+00 1.399250782937637938e+00 3.609344738215237935e+00 -3.504539181986517260e+00 1.905684179611630613e+00 -5.514736588855088328e+00 -2.605684530825909562e+00 -1.820920455890725487e+00 -1.156514872444546621e-01 -1.697916366844812508e+00
-7.139718621458551739e-01 -2.028028155754083794e+00 -2.095110479966335149e+00 7.997248600504768490e+00 -5.849742430367697033e+00 2.093313575047092367e+00 1.340896247917071404e+00 2.889259645748865513e+00 -4.849299902314469612e+00 -6.963685232360742106e+00 -8.542742347159670846e-01 -3.574297719231319670e-01 -2.171026457864882353e+00
-5.036722609696161257e+00 -1.078253996102102708e+00 -6.432417865210264374e+00 -2.706891846375033772e+00 -4.556057913390402447e+00 -3.965117845534575469e+00 -6.500881425665008706e+00 -2.146287013988924297e+00 7.664993473704815319e-01 5.963650686102700549e-01 -2.976058968109956404e-01 -3.272491070995987350e+00 -2.383132407690667254e+00
-3.178769079344498039e+00 8.741607175356314485e+00 4.153954111429910334e+00 1.011997529233982007e+00 -2.101882557835394738e-01 -1.637108036398236655e+00 -2.056789921819133712e-02 -9.535168400281049728e+00 -4.250871363944193071e+00 -9.801938365726791114e-01 -1.246513325656880555e+00 -2.832894435070371641e-01 8.081527452834779135e-01
-7.361802102485396126e+00 -1.362182099055039286e+00 3.647876184679806233e+00 1.188744973764934487e+00 8.202872239963454604e-01 -6.627472517267216645e+00 5.191246291818977454e+00 6.784481423206388806e-01 2.257008907976266077e+00 -7.030050736429032554e+00 -2.130052870106831531e+00 9.646656184054812622e-01 9.151978201380820410e-01
-8.349783945732939250e-01 -5.866895622855520465e+00 -7.032662196563801427e-01 -8.350999473626632863e+00 2.323850860881914393e+00 1.548383365658767108e+00 3.623580297969646757e+00 1.644920031522303150e+00 1.450666095598490690e+00 -1.739626378601463852e+00 1.018131881638690839e+00 -2.078853302735650832e+00 1.280943588090500129e-01
-6.374000942397750613e+00 -4.003516936073350685e+00 -1.815871148101763533e+00 -2.949287479730313244e+00 -3.622718913778682825e+00 1.564466943543108224e+00 -2.702051929490002280e+00 4.231016323891159558e+00 4.418887615719991224e+00 9.200953605108053157e-01 -2.395680257001941982e+00 -3.155634279163026967e+00 -2.406683388949391933e+00
-1.315611402679118136e+00 -3.316830675796426320e+00 2.114153914641238252e+00 -4.239977372108447162e-01 -6.047273774359407383e+00 -3.886570527317823931e+00 -4.136429031276291468e+00 -2.223571248370179720e+00 3.098714117448080785e+00 4.714263293897860585e+00 -3.100333837722780705e-01 -7.562276504136250521e-01 -1.231684011893547925e-01
4.302821437046207009e+00 1.700455645028101648e+00 2.990425645945255617e+00 -2.406180010422995341e+00 -7.494380142573592307e-01 4.273013620873702401e-01 -3.706034101348662624e+00 1.032427388896798526e+00 -3.296605841346768262e+00 -7.587260238050633987e+00 -6.147971133236711516e-01 -1.942537595865558187e+00 -4.545741301989026373e-01
5.469971465419492418e+00 -3.781516635863355624e+00 -1.748084429057707112e+00 2.654441786142167192e+00 4.519630432352228055e+00 -3.189802567986135706e+00 1.871649519329745992e+00 -4.182047489575022148e+00 -1.161252955707825407e+01 3.523568258192241842e+00 -9.282904894531115447e-01 -2.991452080376445430e-02 -5.571163077531630092e-01
-8.673429863375629878e-02 8.767288884239132329e+00 -8.451567111151481626e+00 2.233894658272997658e-01 -2.068500341004441356e+00 -6.040912664660071485e+00 -1.782460637315692153e+00 9.221115503779790945e-01 -4.697213596191375795e-01 -3.339658846247473556e-01 -2.581252634716503902e+00 -1.529195849992970979e+00 -1.211304060128906901e+00
