 24, 82, 51,100, 78, 63, 66,  7, 40,  2, 20, 54, 20, 71, 22, 78, 0
 41, 93, 56, 98, 59, 92, 54, 59, 50, 30, 47, 15, 46,  3, 46,  0, 1
 23, 74, 58,100, 86, 75, 27, 19, 32,  3, 72,  2, 88,  0, 98,  0, 2
 47, 75, 57, 99, 74, 91, 50, 53, 73, 52, 69,  8, 30,  8, 20, 26, 3
 39,100, 28, 59, 24, 43, 54, 39, 76, 38, 50, 32, 45,  9, 42,  0, 4
 13,100, 19, 57, 40, 61, 84, 44, 91,  4,  8,  6, 30, 92, 79, 88, 5
 42,100, 29, 39, 38, 10, 64,  0, 71, 13, 56, 38, 47, 39, 29, 36, 6
 18, 99, 50, 99, 81, 93, 78, 89, 52, 57, 47, 32, 45, 13, 45,  0, 7
 27, 86, 81,100, 77, 74, 24, 29, 33,  7, 92,  8, 74, 47,  8, 73, 8
 71, 88, 60,100, 29, 65, 46, 49, 66, 76, 63, 60, 45,  8, 44,  0, 9
