  5, 68, 76, 73,100, 45, 92, 32, 67, 25,  3, 28,  0, 63,  1, 69, 0
 50,100, 50, 67, 50, 35, 50, 28, 50, 18, 50,  7, 50,  3, 50,  0, 1
 36, 67, 74,100, 92, 93, 65, 44, 29, 24, 15, 20, 53,  7, 86,  0, 2
 23, 99, 73, 92, 75, 73, 46, 53, 76, 42, 73, 25, 40,  7, 21,  0, 3
 20,100, 15, 51, 16, 42, 69, 46, 45, 73, 46, 23, 45,  5, 45,  0, 4
 26,100, 14, 66, 82, 63, 89, 19, 23, 10, 35, 95, 71, 97, 85, 97, 5
 78,100, 35, 63, 22, 24, 38,  1, 71,  8, 70, 38, 40, 65, 34, 67, 6
 21, 99, 64, 97, 78, 94, 70, 83, 54, 54, 44, 22, 41,  8, 39,  0, 7
 54, 72, 66, 91, 40, 99, 43, 65, 79, 25, 36,  0, 25, 56, 50, 76, 8
 86, 81, 76, 99, 15, 65, 48, 51, 80, 66, 81, 68, 69, 19, 65,  0, 9
