1.305465025230321929e+00 3.393506655641846947e-01 4.415436824467273286e-02 1.517347516884121950e+00 -4.293993169820820022e-01 1.141330375114996798e+00 6.706471218827927405e-01 6.856410207429216586e-01 1.804435924585918727e-01 1.760860207577686021e+00 1.846919794849813501e+00 1.222562429588906818e+00 1.502933269122912696e+00 6.238270286907285911e-01 7.732195991006389768e-01
1.047181077637187485e+00 -1.249917590651167254e+00 -5.922738743754099033e-01 1.906036937943917264e+00 8.744053529207568287e-01 1.035461225618977688e+00 1.118902067138859646e+00 1.231979623109149102e+00 1.301126590541225259e+00 3.925515434480948418e-01 1.585120380493098446e+00 3.321086850449935790e-01 -1.399978463534205186e+00 1.788440199316245316e+00 1.077144416886658629e+00
-6.086482428131221312e+00 3.674408331171687081e+00 1.644595099161670904e+00 -3.977856400299569106e+00 -4.805229981439262943e+00 1.108924493288614421e+00 -1.364320633938737926e+00 3.734068945636639381e+00 5.392309519158178688e+00 -3.684998967226547961e+00 -2.421820285920241123e+00 -3.009229824550697097e-01 -6.423034115869152849e-01 -2.347318738293199480e+00 -2.030899287327443403e-01
-3.012879143605988741e+00 2.147406207470456518e+00 -2.904273777297649239e+00 -1.308829533151584901e+00 -1.870297184839590177e+00 -1.814222428334099524e+00 -1.086022835147014254e+00 -3.860242627811619087e+00 -3.935923787840689414e+00 -2.378931643819739872e+00 -1.488053667724491325e+00 -2.622029125112881776e+00 -2.177165086419014184e+00 -1.977007778918936642e+00 -2.753276179910557175e+00
-1.771075890945501274e-01 8.363865119005596815e-01 -4.865723693032333763e+00 -2.979205677958209453e+00 -4.539645172228893522e+00 -1.607139406733409714e+00 -3.509812140916486634e+00 -2.852111759131725321e+00 -6.369016867801040149e+00 -3.141763325072536528e+00 -7.664438531826962553e-01 -1.511918531632431062e+00 -1.048148299628399727e+00 -1.207234481596033415e+00 -2.186083724379558113e+00
6.281136690274676582e+00 -2.454433025609516594e+00 3.461508819011380744e-01 4.574241038093242118e+00 5.611428775273247460e+00 -6.052249972464787575e+00 -1.034712128326030722e+01 -4.911501592057726739e+00 -5.228514403430153834e+00 5.429277427559884295e+00 -6.159809436808168920e-02 -9.965903733043556256e-01 -1.846043003136532412e-01 -2.180173125049799321e+00 -6.020735860029086117e-01
9.851307317870970914e-01 -2.579000551234063465e+00 -1.905210619009980677e+00 1.701500953581189357e+00 -1.450199353617541487e+00 6.195247940609250215e+00 -3.512725356323763704e-01 -6.097896287717351482e-01 -5.574089266095647588e+00 4.817554517030901984e+00 4.123589010431117918e-01 1.000544364649388118e+00 -9.959319829579029726e-01 1.365447580933629057e+00 9.746407380532945419e-01
-2.626869537944018784e+00 3.498544404064695801e+00 7.178173340044520234e-01 -3.311251813688699031e+00 -3.342963182597289418e+00 -6.481065327109841734e-01 -7.338713639341271078e-01 -3.922212053834244649e+00 6.875284759826548076e+00 -5.139796354220345087e+00 -7.811508645722275990e-01 -1.658974710491055049e+00 -4.456128620549684727e-01 7.179899126906578166e-01 -5.963801853287431509e-01
3.299539889241189350e+00 -6.421552201895349477e+00 -5.755289300329084590e+00 -7.182978380585920419e+00 3.427603568984334270e-01 7.661405188810373190e-02 4.756231189905863133e+00 -5.992318195762825539e+00 3.359385318594781289e+00 3.752698108748455219e+00 -2.364800910816490909e+00 -8.448936247015473855e-01 -2.080928189600520728e+00 1.756324340924605709e-01 9.446364130589285368e-01
-9.031993128591905062e+00 1.756039649435710004e+00 -1.834054407323865155e+00 6.999232963355330739e-01 2.414819600772342589e+00 -4.037994453863078093e+00 1.533163609923210879e+00 5.826380136757836503e+00 -3.172062735231779396e+00 -8.743297038561159695e-01 -1.221075387460538675e+00 1.858377486753876318e-01 1.937443460729181000e-01 4.444013086602303653e-01 9.697049705964252420e-01
-1.844435143164764312e+00 -3.983408062243903203e+00 -4.829497100037857038e+00 -5.299517684331918943e+00 -1.277849862397032688e+00 -8.905221189496416168e-01 -3.677221232806653362e+00 4.428611027493972507e+00 1.387269762492875369e+00 3.161415791235936190e+00 -3.890900051807240634e-01 -1.212115983270625641e+00 -2.555368175830833533e+00 -2.807847039768163189e+00 -3.425548204846136979e+00
