3.773958331779049935e+00 1.315612189804348686e+00 -2.056264490133283385e+00 -3.112640584161907586e+00 4.201645197423149014e+00 3.225314274954326432e+00 8.410167198079602224e-01 1.237303196627946855e+00 -1.886188962670351632e+00 3.064843124842478783e+00 1.816439619520522353e+00 1.559571593053256988e+00 -7.785556712871506413e+00 -1.394121365599306994e+00 -1.833470429816600022e+00
-2.947500408443048059e+00 -1.127885533261617113e+00 2.760118508653100378e+00 1.400767474018820957e+00 -6.171430016279601638e+00 -1.168475807417475565e+01 -1.148335612753877077e+00 -4.413190264747359315e+00 9.277271519577404701e-01 -7.131567614579275904e+00 -6.040230472103411685e+00 2.265375508971459340e+00 -6.540302902130457063e+00 1.583730387185901867e+00 -4.111211428958035263e+00
1.732395310666554611e+00 7.681926395954049580e-01 -3.609071463928751111e+00 -1.191775157608115920e-01 5.702960755234819379e-01 -4.477359731469732651e+00 1.382597993237669187e-01 2.122608248499791017e+00 6.374531190819412885e+00 3.044588552498877831e+00 5.815346051497839452e-01 5.278466899097943310e-01 -3.730744697827206302e-01 -5.843127237524895490e-01 -2.779582609276126881e+00
5.366174700034697764e+00 2.510043600797245755e+00 8.644534387244302565e+00 -5.992135974493550066e+00 -3.513837331432981159e+00 3.226814204730077851e+00 6.988445302458579089e-01 -1.040115582199973865e+01 -1.855729057552164551e+00 -4.406917691439866225e+00 3.857356497733823275e+00 9.769617784963344764e-01 1.032891025220991743e+01 3.048510655020789439e+00 -5.726871983406995881e+00
-1.824508475208845848e+00 1.545147286150611032e+00 -1.437969774408695556e-01 2.258349921777248248e+00 -5.786200902132087043e-01 4.234976074123028233e+00 -4.414662949062101660e+00 -2.356919010918937740e+00 -5.353481798622349963e+00 -6.635527342481216673e-01 7.663988327625695374e-02 -2.367483447059221646e+00 6.761993109146919423e+00 4.624080779323751500e+00 3.622477262846773294e-01
-2.354636992691797048e-01 -2.737824165055864345e+00 -3.623511347238655755e+00 9.888515630089333985e-02 -2.671624514941641770e+00 -3.480658157584499701e-01 4.203134582583532897e+00 5.837963871180634534e+00 4.077623927377468149e+00 3.948920263480503845e+00 1.003073816570867027e+00 1.295229624195155305e+00 5.239866568954269610e+00 -4.955361490761789334e+00 9.290198808055009083e-01
1.142783113389044036e+00 1.661745013805506099e+00 7.965218248879943452e+00 4.392343034985730199e+00 -2.717554486398981783e+00 4.031387656284783905e-01 -1.817444403530313446e+00 -1.662028386942392189e+00 -7.573599980630168815e+00 -2.273764174740675159e+00 2.146043643100229215e+00 -6.289864518710946983e-01 2.350647223205423852e+00 -1.182001331436774771e+00 4.290552361184455599e+00
-5.533371264119427702e-01 8.724298031766118955e-01 -1.660932142675463297e+00 -3.872847827193797610e+00 2.019444446660628945e+00 4.839754676168054104e+00 -4.011265916267467091e+00 3.124190970409010060e+00 1.826660500589107894e+00 3.330230687381108723e+00 -2.304236390839883519e+00 3.217664392820990038e+00 -4.306707898657073486e+00 -3.730410839169352233e+00 9.584745185418142022e-01
7.058124981514464213e-01 1.275028193214374106e+00 -3.589020693500956760e+00 1.020399934636515793e+00 3.168581026248541654e+00 4.095750180754430536e-01 4.177671737150498110e+00 1.570974043012208776e+00 1.160798043491948306e+01 -4.611812002520894183e+00 4.548048612343468244e-01 -2.887524885140374531e-01 2.830766431095903979e+00 -1.729242411893271436e+00 5.564240312603415006e+00
1.732622541406533268e+00 9.864840390930735836e+00 2.666203970185602845e+00 7.365951746823213853e-01 4.269092409510956365e+00 6.153502843099137642e+00 -6.079947802343125263e-01 1.248032670274669576e+00 -3.096146476185321461e+00 -4.688262765709034774e+00 9.904240883018055053e-01 -2.684157486545502902e+00 -2.647181787365370464e+00 2.615742397078171244e+00 2.028711498818304815e+00
